startDice, runs, increaseCount, decreaseCount, refillBool
12,218,15,25,1
6,12,1,5,1
8,51,3,9,1
10,191,17,25,1
12,132,11,21,1
6,27,3,7,1
8,36,1,7,1
10,103,9,17,1
12,162,13,23,1
6,17,1,5,1
8,163,13,19,1
10,180,13,21,1
12,254,20,30,1
6,39,2,6,1
8,67,2,8,1
10,73,2,10,1
12,142,13,23,1
6,9,0,4,1
8,28,0,6,1
10,369,39,47,1
12,80,4,14,1
6,32,2,6,1
8,120,13,19,1
10,131,7,15,1
12,186,17,27,1
6,18,1,5,1
8,64,2,8,1
10,125,9,17,1
12,352,26,36,1
6,21,0,4,1
8,96,9,15,1
10,75,7,15,1
12,240,20,30,1
6,56,7,11,1
8,34,3,9,1
10,158,9,17,1
12,246,18,28,1
6,14,0,4,1
8,34,0,6,1
10,423,32,40,1
12,211,9,19,1
6,75,7,11,1
8,56,7,13,1
10,105,8,16,1
12,438,34,44,1
6,25,1,5,1
8,78,3,9,1
10,151,9,17,1
12,377,24,34,1
6,13,1,5,1
8,56,5,11,1
10,383,40,48,1
12,100,7,17,1
6,16,2,6,1
8,36,2,8,1
10,345,24,32,1
12,80,2,12,1
6,55,4,8,1
8,176,12,18,1
10,87,2,10,1
12,356,30,40,1
6,46,1,5,1
8,81,2,8,1
10,86,6,14,1
12,391,44,54,1
6,18,0,4,1
8,41,2,8,1
10,202,17,25,1
12,170,8,18,1
6,6,0,4,1
8,67,3,9,1
10,147,5,13,1
12,126,14,24,1
6,32,4,8,1
8,12,0,6,1
10,36,2,10,1
12,520,35,45,1
6,45,4,8,1
8,92,4,10,1
10,269,21,29,1
12,234,16,26,1
6,45,2,6,1
8,13,1,7,1
10,254,26,34,1
12,237,15,25,1
6,18,2,6,1
8,91,7,13,1
10,110,9,17,1
12,958,70,80,1
6,18,2,6,1
8,18,1,7,1
10,95,6,14,1
12,214,16,26,1
6,29,1,5,1
8,26,1,7,1
10,202,10,18,1
12,162,11,21,1
6,49,7,11,1
8,99,7,13,1
10,31,1,9,1
12,641,46,56,1
6,20,2,6,1
8,19,1,7,1
10,133,9,17,1
12,481,34,44,1
6,4,0,4,1
8,26,1,7,1
10,125,7,15,1
12,234,23,33,1
6,60,2,6,1
8,39,2,8,1
10,81,4,12,1
12,558,43,53,1
6,6,0,4,1
8,113,10,16,1
10,209,19,27,1
12,329,18,28,1
6,44,3,7,1
8,90,13,19,1
10,169,12,20,1
12,103,10,20,1
6,38,4,8,1
8,34,0,6,1
10,62,4,12,1
12,357,17,27,1
6,62,5,9,1
8,38,0,6,1
10,104,10,18,1
12,301,31,41,1
6,70,5,9,1
8,163,15,21,1
10,237,14,22,1
12,214,20,30,1
6,30,1,5,1
8,44,5,11,1
10,313,30,38,1
12,84,3,13,1
6,41,2,6,1
8,62,4,10,1
10,270,23,31,1
12,348,27,37,1
6,67,4,8,1
8,67,5,11,1
10,214,12,20,1
12,165,11,21,1
6,10,0,4,1
8,86,8,14,1
10,85,7,15,1
12,127,7,17,1
6,9,0,4,1
8,88,5,11,1
10,378,32,40,1
12,286,22,32,1
6,22,1,5,1
8,80,6,12,1
10,265,22,30,1
12,289,22,32,1
6,16,0,4,1
8,45,3,9,1
10,120,5,13,1
12,220,14,24,1
6,44,4,8,1
8,87,7,13,1
10,90,13,21,1
12,267,21,31,1
6,16,1,5,1
8,95,4,10,1
10,80,7,15,1
12,194,16,26,1
6,18,0,4,1
8,81,3,9,1
10,66,1,9,1
12,367,30,40,1
6,38,5,9,1
8,91,12,18,1
10,139,8,16,1
12,336,25,35,1
6,21,2,6,1
8,46,3,9,1
10,171,14,22,1
12,341,29,39,1
6,13,0,4,1
8,205,17,23,1
10,93,4,12,1
12,299,24,34,1
6,56,4,8,1
8,20,1,7,1
10,204,17,25,1
12,489,49,59,1
6,31,2,6,1
8,22,2,8,1
10,309,27,35,1
12,436,39,49,1
6,12,1,5,1
8,71,6,12,1
10,406,31,39,1
12,93,8,18,1
6,15,0,4,1
8,52,2,8,1
10,181,13,21,1
12,127,7,17,1
6,20,0,4,1
8,66,8,14,1
10,329,35,43,1
12,285,24,34,1
6,33,3,7,1
8,81,8,14,1
10,97,5,13,1
12,346,23,33,1
6,35,3,7,1
8,90,8,14,1
10,118,9,17,1
12,314,23,33,1
6,31,2,6,1
8,46,4,10,1
10,103,11,19,1
12,239,15,25,1
6,53,6,10,1
8,25,0,6,1
10,292,35,43,1
12,733,54,64,1
6,19,1,5,1
8,94,9,15,1
10,24,1,9,1
12,211,18,28,1
6,50,2,6,1
8,67,3,9,1
10,234,12,20,1
12,378,33,43,1
6,66,4,8,1
8,45,3,9,1
10,105,8,16,1
12,110,5,15,1
6,17,0,4,1
8,63,7,13,1
10,132,10,18,1
12,178,7,17,1
6,23,1,5,1
8,80,5,11,1
10,132,4,12,1
12,100,6,16,1
6,53,4,8,1
8,41,1,7,1
10,519,37,45,1
12,94,6,16,1
6,30,1,5,1
8,38,0,6,1
10,123,10,18,1
12,132,9,19,1
6,35,4,8,1
8,137,13,19,1
10,171,8,16,1
12,452,44,54,1
6,76,6,10,1
8,31,3,9,1
10,236,16,24,1
12,729,52,62,1
6,62,4,8,1
8,34,4,10,1
10,191,14,22,1
12,276,19,29,1
6,26,1,5,1
8,75,5,11,1
10,55,5,13,1
12,119,3,13,1
6,51,2,6,1
8,64,3,9,1
10,259,18,26,1
12,341,33,43,1
6,51,4,8,1
8,37,1,7,1
10,166,12,20,1
12,352,35,45,1
6,29,2,6,1
8,53,5,11,1
10,78,8,16,1
12,597,47,57,1
6,14,1,5,1
8,72,5,11,1
10,127,9,17,1
12,299,22,32,1
6,27,1,5,1
8,88,9,15,1
10,121,4,12,1
12,296,16,26,1
6,41,4,8,1
8,79,9,15,1
10,149,13,21,1
12,238,26,36,1
6,58,6,10,1
8,68,7,13,1
10,260,15,23,1
12,65,3,13,1
6,9,0,4,1
8,117,13,19,1
10,155,10,18,1
12,97,8,18,1
6,9,1,5,1
8,62,3,9,1
10,54,5,13,1
12,269,25,35,1
6,17,0,4,1
8,36,3,9,1
10,492,49,57,1
12,299,29,39,1
6,13,0,4,1
8,159,14,20,1
10,341,14,22,1
12,242,18,28,1
6,13,0,4,1
8,25,0,6,1
10,228,19,27,1
12,136,12,22,1
6,52,1,5,1
8,37,1,7,1
10,157,22,30,1
12,695,44,54,1
6,14,0,4,1
8,31,1,7,1
10,225,19,27,1
12,252,18,28,1
6,11,0,4,1
8,54,4,10,1
10,94,6,14,1
12,414,32,42,1
6,28,3,7,1
8,94,10,16,1
10,96,10,18,1
12,280,18,28,1
6,7,0,4,1
8,16,0,6,1
10,198,21,29,1
12,597,57,67,1
6,78,5,9,1
8,65,9,15,1
10,123,11,19,1
12,357,30,40,1
6,39,4,8,1
8,116,5,11,1
10,33,0,8,1
12,404,27,37,1
6,6,0,4,1
8,30,2,8,1
10,147,16,24,1
12,229,21,31,1
6,18,1,5,1
8,20,0,6,1
10,42,3,11,1
12,85,6,16,1
6,25,4,8,1
8,76,9,15,1
10,276,20,28,1
12,74,3,13,1
6,32,2,6,1
8,44,4,10,1
10,50,3,11,1
12,296,21,31,1
6,50,2,6,1
8,82,5,11,1
10,187,16,24,1
12,128,6,16,1
6,55,3,7,1
8,41,2,8,1
10,141,13,21,1
12,69,8,18,1
6,74,6,10,1
8,134,11,17,1
10,301,28,36,1
12,370,23,33,1
6,18,2,6,1
8,141,12,18,1
10,161,17,25,1
12,96,5,15,1
6,19,1,5,1
8,88,7,13,1
10,151,10,18,1
12,298,20,30,1
6,22,2,6,1
8,71,5,11,1
10,134,11,19,1
12,362,34,44,1
6,14,0,4,1
8,71,6,12,1
10,127,8,16,1
12,140,11,21,1
6,57,5,9,1
8,33,2,8,1
10,271,21,29,1
12,154,12,22,1
6,7,0,4,1
8,85,6,12,1
10,92,3,11,1
12,215,16,26,1
6,9,0,4,1
8,75,6,12,1
10,223,18,26,1
12,185,24,34,1
6,13,0,4,1
8,46,2,8,1
10,44,3,11,1
12,407,29,39,1
6,19,0,4,1
8,51,3,9,1
10,105,3,11,1
12,175,7,17,1
6,42,2,6,1
8,59,0,6,1
10,127,8,16,1
12,279,22,32,1
6,28,1,5,1
8,46,3,9,1
10,40,1,9,1
12,101,6,16,1
6,63,5,9,1
8,36,3,9,1
10,90,4,12,1
12,69,2,12,1
6,54,4,8,1
8,76,11,17,1
10,212,17,25,1
12,818,57,67,1
6,14,1,5,1
8,164,15,21,1
10,78,2,10,1
12,113,7,17,1
6,14,0,4,1
8,139,15,21,1
10,235,15,23,1
12,301,27,37,1
6,28,3,7,1
8,80,3,9,1
10,216,8,16,1
12,342,32,42,1
6,16,2,6,1
8,95,7,13,1
10,116,5,13,1
12,205,11,21,1
6,25,3,7,1
8,32,0,6,1
10,129,7,15,1
12,126,3,13,1
6,43,3,7,1
8,23,1,7,1
10,270,12,20,1
12,430,37,47,1
6,32,3,7,1
8,59,4,10,1
10,303,25,33,1
12,284,19,29,1
6,25,1,5,1
8,39,1,7,1
10,53,1,9,1
12,132,6,16,1
6,27,3,7,1
8,193,14,20,1
10,176,12,20,1
12,650,44,54,1
6,11,0,4,1
8,94,6,12,1
10,85,5,13,1
12,143,6,16,1
6,28,3,7,1
8,34,1,7,1
10,60,6,14,1
12,90,9,19,1
6,27,1,5,1
8,123,8,14,1
10,144,10,18,1
12,515,32,42,1
6,26,2,6,1
8,73,6,12,1
10,207,13,21,1
12,116,4,14,1
6,38,3,7,1
8,141,12,18,1
10,125,13,21,1
12,502,43,53,1
6,28,1,5,1
8,126,11,17,1
10,74,9,17,1
12,226,16,26,1
6,25,2,6,1
8,72,7,13,1
10,74,8,16,1
12,463,30,40,1
6,49,2,6,1
8,44,2,8,1
10,139,12,20,1
12,145,10,20,1
6,19,0,4,1
8,42,4,10,1
10,316,26,34,1
12,348,29,39,1
6,89,5,9,1
8,57,5,11,1
10,224,22,30,1
12,301,15,25,1
6,46,3,7,1
8,66,6,12,1
10,134,5,13,1
12,495,41,51,1
6,53,4,8,1
8,59,5,11,1
10,91,8,16,1
12,62,3,13,1
6,84,3,7,1
8,97,8,14,1
10,207,16,24,1
12,267,16,26,1
6,15,1,5,1
8,208,23,29,1
10,196,14,22,1
12,509,39,49,1
6,13,0,4,1
8,44,2,8,1
10,128,8,16,1
12,298,27,37,1
6,21,1,5,1
8,30,2,8,1
10,169,19,27,1
12,279,12,22,1
6,35,3,7,1
8,67,4,10,1
10,233,16,24,1
12,103,4,14,1
6,12,0,4,1
8,52,4,10,1
10,53,2,10,1
12,117,5,15,1
6,19,1,5,1
8,116,9,15,1
10,233,17,25,1
12,403,33,43,1
6,13,0,4,1
8,36,2,8,1
10,200,14,22,1
12,423,29,39,1
6,14,1,5,1
8,81,9,15,1
10,386,27,35,1
12,216,14,24,1
6,22,2,6,1
8,84,6,12,1
10,104,9,17,1
12,214,14,24,1
6,24,1,5,1
8,94,5,11,1
10,151,8,16,1
12,93,6,16,1
6,33,3,7,1
8,28,1,7,1
10,216,13,21,1
12,493,31,41,1
6,38,4,8,1
8,179,13,19,1
10,248,30,38,1
12,166,14,24,1
6,17,0,4,1
8,42,2,8,1
10,299,29,37,1
12,677,50,60,1
6,9,0,4,1
8,239,17,23,1
10,114,5,13,1
12,60,3,13,1
6,48,3,7,1
8,29,2,8,1
10,101,10,18,1
12,439,27,37,1
6,33,3,7,1
8,105,4,10,1
10,99,11,19,1
12,776,67,77,1
6,46,2,6,1
8,47,2,8,1
10,293,26,34,1
12,270,19,29,1
6,14,0,4,1
8,121,14,20,1
10,178,18,26,1
12,314,29,39,1
6,40,3,7,1
8,36,1,7,1
10,131,13,21,1
12,272,24,34,1
6,73,3,7,1
8,46,3,9,1
10,83,6,14,1
12,125,8,18,1
6,25,1,5,1
8,99,14,20,1
10,262,24,32,1
12,170,10,20,1
6,10,0,4,1
8,14,0,6,1
10,263,12,20,1
12,262,18,28,1
6,34,3,7,1
8,85,3,9,1
10,134,11,19,1
12,263,27,37,1
6,28,0,4,1
8,109,7,13,1
10,210,17,25,1
12,128,9,19,1
6,75,4,8,1
8,16,0,6,1
10,118,7,15,1
12,92,6,16,1
6,49,3,7,1
8,71,6,12,1
10,53,2,10,1
12,511,32,42,1
6,11,0,4,1
8,68,2,8,1
10,68,5,13,1
12,158,4,14,1
6,22,2,6,1
8,19,1,7,1
10,101,9,17,1
12,282,19,29,1
6,83,4,8,1
8,87,6,12,1
10,197,15,23,1
12,38,2,12,1
6,24,3,7,1
8,61,4,10,1
10,117,5,13,1
12,95,4,14,1
6,12,0,4,1
8,114,12,18,1
10,55,3,11,1
12,142,8,18,1
6,79,3,7,1
8,123,8,14,1
10,71,3,11,1
12,226,16,26,1
6,16,0,4,1
8,58,4,10,1
10,67,4,12,1
12,497,41,51,1
6,16,0,4,1
8,42,3,9,1
10,98,7,15,1
12,582,48,58,1
6,26,3,7,1
8,46,0,6,1
10,275,27,35,1
12,215,17,27,1
6,29,0,4,1
8,95,7,13,1
10,60,3,11,1
12,386,26,36,1
6,9,0,4,1
8,51,4,10,1
10,95,10,18,1
12,196,17,27,1
6,38,0,4,1
8,85,3,9,1
10,172,13,21,1
12,419,32,42,1
6,29,3,7,1
8,101,8,14,1
10,262,25,33,1
12,235,21,31,1
6,27,3,7,1
8,41,3,9,1
10,155,13,21,1
12,308,22,32,1
6,22,1,5,1
8,227,20,26,1
10,39,0,8,1
12,154,11,21,1
6,18,3,7,1
8,61,4,10,1
10,89,6,14,1
12,190,11,21,1
6,16,0,4,1
8,97,9,15,1
10,105,13,21,1
12,483,27,37,1
6,30,5,9,1
8,66,6,12,1
10,67,4,12,1
12,248,17,27,1
6,21,1,5,1
8,187,17,23,1
10,45,0,8,1
12,413,37,47,1
6,42,2,6,1
8,39,0,6,1
10,54,3,11,1
12,379,29,39,1
6,32,2,6,1
8,132,11,17,1
10,139,9,17,1
12,105,6,16,1
6,4,0,4,1
8,100,11,17,1
10,166,10,18,1
12,208,15,25,1
6,15,2,6,1
8,30,0,6,1
10,93,4,12,1
12,265,25,35,1
6,49,6,10,1
8,77,6,12,1
10,105,6,14,1
12,380,25,35,1
6,36,4,8,1
8,146,14,20,1
10,240,16,24,1
12,440,20,30,1
6,39,3,7,1
8,85,8,14,1
10,110,5,13,1
12,247,15,25,1
6,33,2,6,1
8,144,13,19,1
10,408,36,44,1
12,165,12,22,1
6,62,4,8,1
8,25,1,7,1
10,373,30,38,1
12,679,54,64,1
6,117,12,16,1
8,79,6,12,1
10,376,30,38,1
12,641,41,51,1
6,17,0,4,1
8,44,4,10,1
10,67,4,12,1
12,219,20,30,1
6,16,0,4,1
8,132,7,13,1
10,40,4,12,1
12,83,3,13,1
6,27,1,5,1
8,82,8,14,1
10,210,17,25,1
12,294,23,33,1
6,31,3,7,1
8,131,12,18,1
10,96,8,16,1
12,189,11,21,1
6,34,3,7,1
8,90,7,13,1
10,347,31,39,1
12,190,15,25,1
6,43,2,6,1
8,79,2,8,1
10,94,4,12,1
12,231,21,31,1
6,30,3,7,1
8,139,12,18,1
10,133,9,17,1
12,72,2,12,1
6,15,3,7,1
8,49,4,10,1
10,89,5,13,1
12,112,6,16,1
6,44,1,5,1
8,50,2,8,1
10,138,12,20,1
12,793,67,77,1
6,15,1,5,1
8,75,8,14,1
10,47,2,10,1
12,163,14,24,1
6,5,0,4,1
8,159,15,21,1
10,12,0,8,1
12,219,15,25,1
6,22,0,4,1
8,79,6,12,1
10,169,13,21,1
12,284,20,30,1
6,19,1,5,1
8,39,5,11,1
10,53,2,10,1
12,521,33,43,1
6,15,0,4,1
8,127,7,13,1
10,48,2,10,1
12,194,8,18,1
6,26,2,6,1
8,64,8,14,1
10,56,0,8,1
12,571,49,59,1
6,18,0,4,1
8,118,11,17,1
10,134,10,18,1
12,161,9,19,1
6,40,4,8,1
8,160,17,23,1
10,147,13,21,1
12,105,8,18,1
6,42,1,5,1
8,91,6,12,1
10,287,25,33,1
12,356,29,39,1
6,72,6,10,1
8,20,0,6,1
10,166,10,18,1
12,253,11,21,1
6,22,0,4,1
8,93,4,10,1
10,235,21,29,1
12,448,29,39,1
6,18,3,7,1
8,75,4,10,1
10,207,16,24,1
12,233,16,26,1
6,26,3,7,1
8,38,2,8,1
10,43,2,10,1
12,201,11,21,1
6,21,1,5,1
8,123,9,15,1
10,68,3,11,1
12,187,13,23,1
6,106,10,14,1
8,105,5,11,1
10,131,7,15,1
12,199,15,25,1
6,23,2,6,1
8,124,12,18,1
10,317,21,29,1
12,211,18,28,1
6,37,3,7,1
8,71,5,11,1
10,91,8,16,1
12,276,23,33,1
6,33,1,5,1
8,44,4,10,1
10,44,2,10,1
12,366,18,28,1
6,35,2,6,1
8,128,12,18,1
10,121,7,15,1
12,229,14,24,1
6,84,7,11,1
8,117,10,16,1
10,151,14,22,1
12,378,23,33,1
6,49,4,8,1
8,126,12,18,1
10,57,3,11,1
12,566,39,49,1
6,75,5,9,1
8,41,3,9,1
10,99,10,18,1
12,540,41,51,1
6,50,3,7,1
8,65,4,10,1
10,138,6,14,1
12,483,36,46,1
6,28,2,6,1
8,46,4,10,1
10,112,6,14,1
12,661,42,52,1
6,7,0,4,1
8,77,4,10,1
10,276,19,27,1
12,126,9,19,1
6,21,1,5,1
8,110,9,15,1
10,39,2,10,1
12,247,21,31,1
6,37,0,4,1
8,16,0,6,1
10,624,51,59,1
12,223,16,26,1
6,15,1,5,1
8,95,4,10,1
10,54,4,12,1
12,207,14,24,1
6,37,4,8,1
8,36,2,8,1
10,446,45,53,1
12,203,14,24,1
6,48,4,8,1
8,97,6,12,1
10,66,2,10,1
12,182,15,25,1
6,10,0,4,1
8,36,1,7,1
10,325,35,43,1
12,318,26,36,1
6,27,3,7,1
8,92,8,14,1
10,418,30,38,1
12,611,44,54,1
6,7,0,4,1
8,64,5,11,1
10,66,3,11,1
12,147,3,13,1
6,52,3,7,1
8,66,4,10,1
10,90,5,13,1
12,128,8,18,1
6,44,4,8,1
8,33,1,7,1
10,112,9,17,1
12,203,13,23,1
6,15,0,4,1
8,142,18,24,1
10,297,22,30,1
12,131,9,19,1
6,75,6,10,1
8,49,1,7,1
10,90,9,17,1
12,301,28,38,1
6,52,3,7,1
8,60,3,9,1
10,26,2,10,1
12,278,16,26,1
6,25,3,7,1
8,24,3,9,1
10,384,29,37,1
12,285,14,24,1
6,23,2,6,1
8,26,2,8,1
10,72,3,11,1
12,397,29,39,1
6,12,0,4,1
8,268,23,29,1
10,104,5,13,1
12,181,13,23,1
6,22,3,7,1
8,212,22,28,1
10,149,11,19,1
12,149,8,18,1
6,42,5,9,1
8,147,15,21,1
10,129,15,23,1
12,298,26,36,1
6,138,12,16,1
8,39,3,9,1
10,211,12,20,1
12,97,6,16,1
6,21,1,5,1
8,83,9,15,1
10,271,18,26,1
12,115,5,15,1
6,16,1,5,1
8,24,0,6,1
10,208,16,24,1
12,166,11,21,1
6,55,4,8,1
8,69,5,11,1
10,120,8,16,1
12,103,7,17,1
6,10,0,4,1
8,39,2,8,1
10,83,7,15,1
12,164,5,15,1
6,23,1,5,1
8,257,23,29,1
10,115,6,14,1
12,116,3,13,1
6,15,1,5,1
8,63,7,13,1
10,137,15,23,1
12,153,12,22,1
6,29,2,6,1
8,27,3,9,1
10,158,10,18,1
12,433,28,38,1
6,32,2,6,1
8,132,11,17,1
10,258,26,34,1
12,90,3,13,1
6,13,1,5,1
8,78,5,11,1
10,42,1,9,1
12,109,7,17,1
6,17,0,4,1
8,147,12,18,1
10,210,15,23,1
12,314,23,33,1
6,17,1,5,1
8,101,10,16,1
10,104,4,12,1
12,364,24,34,1
6,35,2,6,1
8,56,6,12,1
10,120,11,19,1
12,107,8,18,1
6,103,12,16,1
8,31,0,6,1
10,384,29,37,1
12,779,39,49,1
6,39,4,8,1
8,88,8,14,1
10,77,3,11,1
12,274,19,29,1
6,24,1,5,1
8,44,1,7,1
10,60,2,10,1
12,373,29,39,1
6,52,4,8,1
8,28,1,7,1
10,131,6,14,1
12,436,30,40,1
6,32,1,5,1
8,83,2,8,1
10,66,4,12,1
12,202,11,21,1
6,10,0,4,1
8,38,2,8,1
10,201,11,19,1
12,210,10,20,1
6,29,1,5,1
8,91,6,12,1
10,71,5,13,1
12,269,13,23,1
6,6,0,4,1
8,45,1,7,1
10,41,2,10,1
12,288,23,33,1
6,34,2,6,1
8,101,9,15,1
10,272,19,27,1
12,150,10,20,1
6,19,2,6,1
8,32,3,9,1
10,117,5,13,1
12,953,79,89,1
6,15,1,5,1
8,149,17,23,1
10,175,7,15,1
12,479,32,42,1
6,26,2,6,1
8,93,9,15,1
10,153,12,20,1
12,453,38,48,1
6,34,1,5,1
8,71,7,13,1
10,138,13,21,1
12,312,18,28,1
6,12,1,5,1
8,50,3,9,1
10,139,11,19,1
12,341,19,29,1
6,11,1,5,1
8,25,2,8,1
10,194,22,30,1
12,162,10,20,1
6,25,2,6,1
8,77,8,14,1
10,192,20,28,1
12,256,17,27,1
6,15,1,5,1
8,83,4,10,1
10,136,7,15,1
12,97,7,17,1
6,17,1,5,1
8,105,7,13,1
10,214,13,21,1
12,221,7,17,1
6,21,3,7,1
8,54,2,8,1
10,74,6,14,1
12,190,13,23,1
6,58,5,9,1
8,111,16,22,1
10,58,6,14,1
12,346,22,32,1
6,29,1,5,1
8,46,4,10,1
10,483,36,44,1
12,217,15,25,1
6,67,2,6,1
8,70,8,14,1
10,200,19,27,1
12,324,21,31,1
6,132,12,16,1
8,173,14,20,1
10,123,3,11,1
12,125,6,16,1
6,7,0,4,1
8,26,2,8,1
10,260,23,31,1
12,273,20,30,1
6,29,1,5,1
8,15,0,6,1
10,124,9,17,1
12,237,22,32,1
6,13,0,4,1
8,95,8,14,1
10,172,9,17,1
12,191,15,25,1
6,11,0,4,1
8,73,9,15,1
10,125,12,20,1
12,170,17,27,1
6,27,4,8,1
8,51,3,9,1
10,73,7,15,1
12,190,13,23,1
6,23,2,6,1
8,68,4,10,1
10,111,11,19,1
12,585,39,49,1
6,18,2,6,1
8,70,6,12,1
10,171,12,20,1
12,217,14,24,1
6,16,1,5,1
8,82,9,15,1
10,85,8,16,1
12,329,28,38,1
6,20,0,4,1
8,218,22,28,1
10,72,1,9,1
12,142,7,17,1
6,34,2,6,1
8,48,1,7,1
10,62,3,11,1
12,172,7,17,1
6,22,1,5,1
8,69,2,8,1
10,276,22,30,1
12,161,15,25,1
6,9,0,4,1
8,31,2,8,1
10,113,11,19,1
12,203,16,26,1
6,8,0,4,1
8,32,2,8,1
10,263,14,22,1
12,959,75,85,1
6,16,1,5,1
8,16,0,6,1
10,354,20,28,1
12,305,23,33,1
6,17,0,4,1
8,88,5,11,1
10,111,16,24,1
12,261,30,40,1
6,45,3,7,1
8,104,10,16,1
10,90,2,10,1
12,331,20,30,1
6,55,3,7,1
8,98,11,17,1
10,214,20,28,1
12,179,15,25,1
6,41,3,7,1
8,41,2,8,1
10,220,15,23,1
12,103,9,19,1
6,21,1,5,1
8,265,29,35,1
10,200,17,25,1
12,170,10,20,1
6,18,3,7,1
8,186,17,23,1
10,152,6,14,1
12,82,4,14,1
6,19,1,5,1
8,118,9,15,1
10,241,21,29,1
12,161,8,18,1
6,22,1,5,1
8,89,12,18,1
10,102,10,18,1
12,124,4,14,1
6,26,1,5,1
8,60,3,9,1
10,46,2,10,1
12,114,9,19,1
6,23,2,6,1
8,93,4,10,1
10,85,3,11,1
12,30,2,12,1
6,50,3,7,1
8,97,10,16,1
10,304,29,37,1
12,546,44,54,1
6,13,1,5,1
8,69,2,8,1
10,106,3,11,1
12,320,24,34,1
6,15,1,5,1
8,71,6,12,1
10,116,6,14,1
12,251,25,35,1
6,15,0,4,1
8,46,4,10,1
10,127,6,14,1
12,346,26,36,1
6,35,4,8,1
8,24,2,8,1
10,79,6,14,1
12,613,50,60,1
6,14,0,4,1
8,128,10,16,1
10,140,13,21,1
12,261,27,37,1
6,15,0,4,1
8,39,0,6,1
10,274,24,32,1
12,1000,76,81,1
6,33,2,6,1
8,112,8,14,1
10,198,16,24,1
12,402,32,42,1
6,14,1,5,1
8,96,6,12,1
10,36,0,8,1
12,206,9,19,1
6,31,2,6,1
8,73,3,9,1
10,178,14,22,1
12,265,15,25,1
6,87,8,12,1
8,86,7,13,1
10,381,31,39,1
12,471,34,44,1
6,5,0,4,1
8,39,1,7,1
10,218,16,24,1
12,453,26,36,1
6,48,4,8,1
8,120,6,12,1
10,78,4,12,1
12,793,68,78,1
6,41,4,8,1
8,72,7,13,1
10,97,6,14,1
12,216,15,25,1
6,34,2,6,1
8,18,1,7,1
10,54,1,9,1
12,183,9,19,1
6,17,3,7,1
8,151,13,19,1
10,83,5,13,1
12,119,8,18,1
6,7,0,4,1
8,46,3,9,1
10,105,7,15,1
12,300,25,35,1
6,84,9,13,1
8,32,0,6,1
10,306,26,34,1
12,176,11,21,1
6,52,4,8,1
8,353,24,30,1
10,153,15,23,1
12,64,0,10,1
6,8,0,4,1
8,60,6,12,1
10,165,16,24,1
12,280,18,28,1
6,4,0,4,1
8,90,6,12,1
10,170,11,19,1
12,237,23,33,1
6,19,2,6,1
8,74,4,10,1
10,105,6,14,1
12,207,11,21,1
6,15,0,4,1
8,47,4,10,1
10,75,4,12,1
12,108,5,15,1
6,20,1,5,1
8,201,13,19,1
10,737,62,70,1
12,183,10,20,1
6,21,1,5,1
8,101,6,12,1
10,252,15,23,1
12,155,12,22,1
6,29,1,5,1
8,105,6,12,1
10,141,9,17,1
12,255,17,27,1
6,39,3,7,1
8,148,11,17,1
10,230,24,32,1
12,144,7,17,1
6,42,3,7,1
8,30,1,7,1
10,48,2,10,1
12,236,15,25,1
6,38,5,9,1
8,122,8,14,1
10,62,5,13,1
12,150,9,19,1
6,123,9,13,1
8,80,6,12,1
10,264,17,25,1
12,92,4,14,1
6,38,3,7,1
8,35,1,7,1
10,98,4,12,1
12,246,21,31,1
6,13,1,5,1
8,53,3,9,1
10,202,6,14,1
12,251,23,33,1
6,15,1,5,1
8,113,6,12,1
10,60,2,10,1
12,443,30,40,1
6,23,1,5,1
8,41,3,9,1
10,172,7,15,1
12,187,10,20,1
6,7,0,4,1
8,20,0,6,1
10,163,16,24,1
12,372,26,36,1
6,13,0,4,1
8,43,0,6,1
10,142,14,22,1
12,274,23,33,1
6,24,1,5,1
8,44,2,8,1
10,157,11,19,1
12,136,13,23,1
6,65,6,10,1
8,126,12,18,1
10,156,8,16,1
12,347,20,30,1
6,47,6,10,1
8,103,10,16,1
10,351,30,38,1
12,284,17,27,1
6,21,0,4,1
8,99,8,14,1
10,92,6,14,1
12,173,8,18,1
6,20,1,5,1
8,25,1,7,1
10,200,16,24,1
12,123,4,14,1
6,28,3,7,1
8,28,2,8,1
10,245,22,30,1
12,329,32,42,1
6,25,0,4,1
8,32,2,8,1
10,113,11,19,1
12,251,16,26,1
6,21,0,4,1
8,49,0,6,1
10,61,1,9,1
12,116,7,17,1
6,53,5,9,1
8,34,0,6,1
10,283,27,35,1
12,88,2,12,1
6,29,2,6,1
8,33,3,9,1
10,78,5,13,1
12,90,3,13,1
6,50,4,8,1
8,75,10,16,1
10,218,16,24,1
12,279,18,28,1
6,32,3,7,1
8,93,6,12,1
10,20,0,8,1
12,356,33,43,1
6,8,0,4,1
8,126,11,17,1
10,32,1,9,1
12,319,30,40,1
6,80,5,9,1
8,101,8,14,1
10,114,7,15,1
12,106,5,15,1
6,28,1,5,1
8,58,9,15,1
10,59,5,13,1
12,314,21,31,1
6,30,2,6,1
8,53,3,9,1
10,251,17,25,1
12,130,9,19,1
6,53,2,6,1
8,22,0,6,1
10,90,9,17,1
12,167,10,20,1
6,4,0,4,1
8,36,0,6,1
10,92,9,17,1
12,456,35,45,1
6,63,7,11,1
8,122,8,14,1
10,73,3,11,1
12,192,17,27,1
