startDice, runs, increaseCount, decreaseCount, refillBool
6,29,1,5,1
8,63,7,13,1
10,74,5,13,1
12,136,9,19,1
6,58,1,5,1
8,56,4,10,1
10,276,26,34,1
12,129,8,18,1
6,20,1,5,1
8,32,3,9,1
10,216,16,24,1
12,386,39,49,1
6,8,0,4,1
8,22,1,7,1
10,174,10,18,1
12,613,44,54,1
6,30,0,4,1
8,56,3,9,1
10,180,11,19,1
12,202,26,36,1
6,18,0,4,1
8,17,0,6,1
10,84,7,15,1
12,386,28,38,1
6,31,2,6,1
8,91,8,14,1
10,127,10,18,1
12,302,18,28,1
6,13,1,5,1
8,178,12,18,1
10,228,19,27,1
12,126,8,18,1
6,39,2,6,1
8,54,3,9,1
10,231,16,24,1
12,181,10,20,1
6,21,1,5,1
8,16,0,6,1
10,73,1,9,1
12,318,22,32,1
6,13,2,6,1
8,78,8,14,1
10,159,10,18,1
12,396,36,46,1
6,38,2,6,1
8,78,11,17,1
10,87,4,12,1
12,277,31,41,1
6,33,3,7,1
8,59,4,10,1
10,61,3,11,1
12,555,41,51,1
6,38,3,7,1
8,108,6,12,1
10,273,16,24,1
12,57,3,13,1
6,41,1,5,1
8,80,7,13,1
10,127,7,15,1
12,164,13,23,1
6,49,1,5,1
8,122,7,13,1
10,200,13,21,1
12,521,53,63,1
6,10,0,4,1
8,51,2,8,1
10,96,2,10,1
12,80,5,15,1
6,53,6,10,1
8,55,4,10,1
10,94,7,15,1
12,259,20,30,1
6,20,2,6,1
8,30,2,8,1
10,134,8,16,1
12,171,9,19,1
6,19,1,5,1
8,259,25,31,1
10,297,24,32,1
12,541,36,46,1
6,28,2,6,1
8,109,6,12,1
10,99,6,14,1
12,263,18,28,1
6,18,2,6,1
8,41,0,6,1
10,30,1,9,1
12,551,30,40,1
6,9,0,4,1
8,71,9,15,1
10,142,10,18,1
12,174,15,25,1
6,20,1,5,1
8,81,10,16,1
10,69,4,12,1
12,214,11,21,1
6,48,4,8,1
8,179,15,21,1
10,96,5,13,1
12,145,11,21,1
6,18,3,7,1
8,129,9,15,1
10,110,5,13,1
12,262,19,29,1
6,19,3,7,1
8,205,17,23,1
10,61,6,14,1
12,170,9,19,1
6,24,0,4,1
8,224,20,26,1
10,50,1,9,1
12,91,7,17,1
6,26,1,5,1
8,71,7,13,1
10,118,11,19,1
12,104,6,16,1
6,23,1,5,1
8,152,16,22,1
10,347,29,37,1
12,245,17,27,1
6,28,3,7,1
8,48,5,11,1
10,119,12,20,1
12,396,27,37,1
6,34,1,5,1
8,106,10,16,1
10,187,13,21,1
12,410,37,47,1
6,40,3,7,1
8,79,5,11,1
10,164,21,29,1
12,151,8,18,1
6,56,4,8,1
8,140,5,11,1
10,116,8,16,1
12,364,27,37,1
6,49,3,7,1
8,36,4,10,1
10,103,7,15,1
12,194,6,16,1
6,28,2,6,1
8,91,5,11,1
10,305,21,29,1
12,346,33,43,1
6,32,0,4,1
8,18,1,7,1
10,162,6,14,1
12,139,9,19,1
6,25,2,6,1
8,152,7,13,1
10,95,5,13,1
12,216,17,27,1
6,37,0,4,1
8,54,2,8,1
10,275,16,24,1
12,96,5,15,1
6,18,2,6,1
8,12,1,7,1
10,195,17,25,1
12,211,9,19,1
6,15,0,4,1
8,84,8,14,1
10,127,7,15,1
12,152,9,19,1
6,43,5,9,1
8,62,6,12,1
10,193,13,21,1
12,218,15,25,1
6,12,1,5,1
8,155,15,21,1
10,106,9,17,1
12,229,11,21,1
6,48,4,8,1
8,61,5,11,1
10,188,18,26,1
12,145,14,24,1
6,62,2,6,1
8,89,4,10,1
10,95,5,13,1
12,157,9,19,1
6,46,2,6,1
8,70,4,10,1
10,117,7,15,1
12,179,11,21,1
6,31,2,6,1
8,31,0,6,1
10,154,10,18,1
12,249,13,23,1
6,23,1,5,1
8,225,22,28,1
10,91,5,13,1
12,290,25,35,1
6,9,0,4,1
8,61,4,10,1
10,365,30,38,1
12,224,15,25,1
6,24,2,6,1
8,65,5,11,1
10,71,8,16,1
12,139,15,25,1
6,15,0,4,1
8,41,1,7,1
10,189,19,27,1
12,147,8,18,1
6,9,1,5,1
8,42,4,10,1
10,91,6,14,1
12,91,7,17,1
6,17,0,4,1
8,68,6,12,1
10,99,7,15,1
12,462,42,52,1
6,31,2,6,1
8,154,16,22,1
10,173,14,22,1
12,166,13,23,1
6,39,1,5,1
8,133,11,17,1
10,228,23,31,1
12,187,15,25,1
6,31,0,4,1
8,128,12,18,1
10,92,7,15,1
12,143,9,19,1
6,60,3,7,1
8,129,5,11,1
10,91,7,15,1
12,690,49,59,1
6,38,3,7,1
8,164,18,24,1
10,108,6,14,1
12,351,27,37,1
6,53,4,8,1
8,52,3,9,1
10,24,1,9,1
12,345,21,31,1
6,39,3,7,1
8,55,4,10,1
10,37,4,12,1
12,80,4,14,1
6,28,2,6,1
8,64,7,13,1
10,174,7,15,1
12,239,8,18,1
6,27,4,8,1
8,34,2,8,1
10,83,7,15,1
12,588,50,60,1
6,15,1,5,1
8,41,3,9,1
10,270,28,36,1
12,257,17,27,1
6,37,4,8,1
8,19,0,6,1
10,201,8,16,1
12,67,3,13,1
6,11,0,4,1
8,54,2,8,1
10,220,23,31,1
12,128,13,23,1
6,23,0,4,1
8,207,8,14,1
10,153,9,17,1
12,445,32,42,1
6,27,1,5,1
8,53,3,9,1
10,69,1,9,1
12,1000,77,82,1
6,12,0,4,1
8,45,2,8,1
10,201,8,16,1
12,60,3,13,1
6,19,1,5,1
8,70,4,10,1
10,229,15,23,1
12,90,3,13,1
6,52,5,9,1
8,57,5,11,1
10,293,25,33,1
12,265,16,26,1
6,47,5,9,1
8,143,13,19,1
10,214,19,27,1
12,149,13,23,1
6,22,1,5,1
8,141,13,19,1
10,50,5,13,1
12,317,21,31,1
6,38,2,6,1
8,101,8,14,1
10,195,12,20,1
12,297,21,31,1
6,14,1,5,1
8,87,4,10,1
10,103,6,14,1
12,168,11,21,1
6,12,1,5,1
8,64,8,14,1
10,104,8,16,1
12,699,70,80,1
6,13,0,4,1
8,50,3,9,1
10,250,12,20,1
12,360,23,33,1
6,28,1,5,1
8,91,9,15,1
10,150,11,19,1
12,92,4,14,1
6,56,3,7,1
8,38,2,8,1
10,282,26,34,1
12,230,16,26,1
6,44,5,9,1
8,96,5,11,1
10,296,25,33,1
12,151,11,21,1
6,28,2,6,1
8,71,6,12,1
10,82,7,15,1
12,330,22,32,1
6,35,2,6,1
8,83,3,9,1
10,201,16,24,1
12,398,24,34,1
6,22,2,6,1
8,181,17,23,1
10,337,24,32,1
12,118,11,21,1
6,32,2,6,1
8,62,5,11,1
10,97,12,20,1
12,90,7,17,1
6,24,0,4,1
8,147,13,19,1
10,199,16,24,1
12,423,28,38,1
6,15,1,5,1
8,67,7,13,1
10,174,17,25,1
12,295,20,30,1
6,40,4,8,1
8,116,10,16,1
10,49,3,11,1
12,245,21,31,1
6,22,3,7,1
8,23,2,8,1
10,145,10,18,1
12,265,15,25,1
6,25,1,5,1
8,25,2,8,1
10,102,5,13,1
12,74,4,14,1
6,21,2,6,1
8,51,2,8,1
10,284,26,34,1
12,334,19,29,1
6,16,0,4,1
8,165,13,19,1
10,68,3,11,1
12,177,16,26,1
6,3,0,4,1
8,19,0,6,1
10,332,37,45,1
12,409,27,37,1
6,92,6,10,1
8,59,1,7,1
10,174,14,22,1
12,222,19,29,1
6,50,2,6,1
8,58,4,10,1
10,135,10,18,1
12,338,24,34,1
6,14,2,6,1
8,80,7,13,1
10,110,7,15,1
12,459,35,45,1
6,22,1,5,1
8,49,5,11,1
10,353,35,43,1
12,295,14,24,1
6,19,1,5,1
8,111,13,19,1
10,265,23,31,1
12,280,14,24,1
6,9,0,4,1
8,91,8,14,1
10,242,15,23,1
12,166,17,27,1
6,30,3,7,1
8,97,6,12,1
10,22,1,9,1
12,190,17,27,1
6,44,2,6,1
8,47,1,7,1
10,57,3,11,1
12,235,16,26,1
6,35,1,5,1
8,89,10,16,1
10,210,13,21,1
12,162,9,19,1
6,23,1,5,1
8,11,0,6,1
10,227,20,28,1
12,137,10,20,1
6,69,6,10,1
8,67,9,15,1
10,128,15,23,1
12,218,16,26,1
6,23,2,6,1
8,47,2,8,1
10,69,2,10,1
12,418,33,43,1
6,36,5,9,1
8,67,2,8,1
10,127,15,23,1
12,371,32,42,1
6,9,0,4,1
8,118,8,14,1
10,106,10,18,1
12,155,7,17,1
6,12,0,4,1
8,39,1,7,1
10,55,3,11,1
12,177,10,20,1
6,40,0,4,1
8,125,7,13,1
10,72,6,14,1
12,238,11,21,1
6,18,2,6,1
8,105,11,17,1
10,186,12,20,1
12,293,24,34,1
6,68,7,11,1
8,187,13,19,1
10,210,19,27,1
12,264,18,28,1
6,56,3,7,1
8,47,3,9,1
10,490,30,38,1
12,344,18,28,1
6,9,0,4,1
8,96,6,12,1
10,233,21,29,1
12,317,20,30,1
6,25,2,6,1
8,105,7,13,1
10,192,12,20,1
12,91,5,15,1
6,15,2,6,1
8,228,26,32,1
10,41,2,10,1
12,195,15,25,1
6,47,3,7,1
8,114,12,18,1
10,199,18,26,1
12,171,14,24,1
6,63,7,11,1
8,108,8,14,1
10,101,8,16,1
12,118,7,17,1
6,38,5,9,1
8,119,14,20,1
10,75,8,16,1
12,376,26,36,1
6,27,2,6,1
8,47,0,6,1
10,92,13,21,1
12,167,13,23,1
6,35,0,4,1
8,50,5,11,1
10,362,21,29,1
12,462,43,53,1
6,31,2,6,1
8,26,2,8,1
10,211,16,24,1
12,208,15,25,1
6,26,2,6,1
8,100,11,17,1
10,184,12,20,1
12,181,22,32,1
6,9,1,5,1
8,20,0,6,1
10,359,32,40,1
12,221,14,24,1
6,26,3,7,1
8,61,4,10,1
10,99,9,17,1
12,128,9,19,1
6,39,2,6,1
8,56,5,11,1
10,146,13,21,1
12,201,16,26,1
6,53,6,10,1
8,75,6,12,1
10,180,19,27,1
12,345,27,37,1
6,10,1,5,1
8,98,8,14,1
10,103,8,16,1
12,283,23,33,1
6,29,1,5,1
8,106,14,20,1
10,192,16,24,1
12,148,6,16,1
6,30,4,8,1
8,137,14,20,1
10,269,29,37,1
12,178,17,27,1
6,43,1,5,1
8,115,8,14,1
10,180,14,22,1
12,249,12,22,1
6,26,0,4,1
8,54,4,10,1
10,61,2,10,1
12,372,39,49,1
6,27,0,4,1
8,35,1,7,1
10,230,17,25,1
12,148,11,21,1
6,35,4,8,1
8,20,1,7,1
10,127,8,16,1
12,370,32,42,1
6,30,3,7,1
8,13,0,6,1
10,95,8,16,1
12,490,44,54,1
6,29,3,7,1
8,19,0,6,1
10,88,8,16,1
12,319,28,38,1
6,12,0,4,1
8,55,6,12,1
10,275,19,27,1
12,270,18,28,1
6,29,1,5,1
8,80,6,12,1
10,95,6,14,1
12,155,12,22,1
6,6,0,4,1
8,19,0,6,1
10,71,8,16,1
12,595,38,48,1
6,108,5,9,1
8,33,2,8,1
10,46,0,8,1
12,265,20,30,1
6,24,1,5,1
8,111,10,16,1
10,369,33,41,1
12,130,6,16,1
6,70,6,10,1
8,183,18,24,1
10,224,15,23,1
12,971,90,100,1
6,20,1,5,1
8,55,4,10,1
10,159,10,18,1
12,177,16,26,1
6,9,0,4,1
8,150,12,18,1
10,257,21,29,1
12,298,23,33,1
6,21,2,6,1
8,96,11,17,1
10,130,7,15,1
12,384,24,34,1
6,21,0,4,1
8,55,2,8,1
10,141,14,22,1
12,696,59,69,1
6,28,3,7,1
8,62,4,10,1
10,127,10,18,1
12,498,39,49,1
6,20,1,5,1
8,18,0,6,1
10,103,4,12,1
12,50,3,13,1
6,18,0,4,1
8,98,8,14,1
10,182,9,17,1
12,360,26,36,1
6,24,3,7,1
8,41,4,10,1
10,148,12,20,1
12,136,11,21,1
6,72,6,10,1
8,115,6,12,1
10,205,21,29,1
12,72,1,11,1
6,17,0,4,1
8,126,9,15,1
10,43,3,11,1
12,173,11,21,1
6,15,0,4,1
8,68,6,12,1
10,100,6,14,1
12,284,15,25,1
6,31,1,5,1
8,47,0,6,1
10,54,5,13,1
12,253,26,36,1
6,61,5,9,1
8,170,20,26,1
10,346,29,37,1
12,405,34,44,1
6,20,1,5,1
8,69,2,8,1
10,62,4,12,1
12,194,7,17,1
6,23,1,5,1
8,178,15,21,1
10,134,8,16,1
12,239,14,24,1
6,42,2,6,1
8,24,2,8,1
10,40,0,8,1
12,397,32,42,1
6,19,1,5,1
8,87,9,15,1
10,94,6,14,1
12,673,54,64,1
6,19,1,5,1
8,37,3,9,1
10,253,18,26,1
12,681,61,71,1
6,48,8,12,1
8,118,6,12,1
10,165,13,21,1
12,143,13,23,1
6,21,2,6,1
8,134,12,18,1
10,154,12,20,1
12,282,28,38,1
6,23,1,5,1
8,104,5,11,1
10,91,7,15,1
12,97,9,19,1
6,17,1,5,1
8,64,4,10,1
10,288,25,33,1
12,646,52,62,1
6,29,1,5,1
8,21,0,6,1
10,358,34,42,1
12,117,14,24,1
6,13,0,4,1
8,156,16,22,1
10,153,11,19,1
12,130,5,15,1
6,32,4,8,1
8,36,1,7,1
10,87,7,15,1
12,255,21,31,1
6,27,1,5,1
8,52,3,9,1
10,73,4,12,1
12,198,11,21,1
6,19,0,4,1
8,95,8,14,1
10,137,8,16,1
12,84,8,18,1
6,12,0,4,1
8,69,5,11,1
10,453,33,41,1
12,38,2,12,1
6,22,2,6,1
8,43,2,8,1
10,198,18,26,1
12,110,7,17,1
6,23,1,5,1
8,40,3,9,1
10,145,6,14,1
12,468,38,48,1
6,46,3,7,1
8,26,1,7,1
10,99,3,11,1
12,379,24,34,1
6,11,2,6,1
8,14,0,6,1
10,137,6,14,1
12,196,10,20,1
6,19,1,5,1
8,97,7,13,1
10,49,2,10,1
12,269,19,29,1
6,17,0,4,1
8,48,2,8,1
10,109,8,16,1
12,305,27,37,1
6,46,5,9,1
8,43,4,10,1
10,385,26,34,1
12,479,35,45,1
6,20,0,4,1
8,105,10,16,1
10,22,0,8,1
12,181,13,23,1
6,30,3,7,1
8,53,4,10,1
10,121,8,16,1
12,251,17,27,1
6,30,2,6,1
8,22,2,8,1
10,36,1,9,1
12,299,22,32,1
6,7,0,4,1
8,37,0,6,1
10,135,11,19,1
12,604,40,50,1
6,38,3,7,1
8,163,19,25,1
10,117,8,16,1
12,84,6,16,1
6,54,4,8,1
8,156,13,19,1
10,108,5,13,1
12,302,17,27,1
6,31,4,8,1
8,82,3,9,1
10,146,9,17,1
12,206,10,20,1
6,47,5,9,1
8,13,0,6,1
10,225,17,25,1
12,155,8,18,1
6,18,0,4,1
8,118,11,17,1
10,61,4,12,1
12,140,8,18,1
6,41,1,5,1
8,164,9,15,1
10,285,24,32,1
12,55,3,13,1
6,23,2,6,1
8,39,2,8,1
10,239,20,28,1
12,264,18,28,1
6,23,1,5,1
8,28,2,8,1
10,105,4,12,1
12,152,9,19,1
6,34,2,6,1
8,36,4,10,1
10,188,12,20,1
12,96,8,18,1
6,28,3,7,1
8,16,0,6,1
10,568,42,50,1
12,354,27,37,1
6,19,1,5,1
8,97,7,13,1
10,55,3,11,1
12,305,21,31,1
6,8,0,4,1
8,115,9,15,1
10,73,3,11,1
12,474,34,44,1
6,16,1,5,1
8,100,4,10,1
10,169,12,20,1
12,199,14,24,1
6,26,2,6,1
8,22,1,7,1
10,117,7,15,1
12,178,10,20,1
6,56,7,11,1
8,51,4,10,1
10,148,10,18,1
12,117,7,17,1
6,19,2,6,1
8,106,8,14,1
10,227,15,23,1
12,98,6,16,1
6,46,1,5,1
8,39,3,9,1
10,46,2,10,1
12,206,15,25,1
6,23,2,6,1
8,243,15,21,1
10,271,17,25,1
12,57,3,13,1
6,29,2,6,1
8,146,17,23,1
10,138,7,15,1
12,750,53,63,1
6,16,0,4,1
8,53,3,9,1
10,135,8,16,1
12,194,19,29,1
6,28,2,6,1
8,269,22,28,1
10,131,11,19,1
12,288,17,27,1
6,47,4,8,1
8,97,6,12,1
10,138,14,22,1
12,236,7,17,1
6,9,0,4,1
8,250,28,34,1
10,99,5,13,1
12,101,9,19,1
6,65,6,10,1
8,38,2,8,1
10,170,18,26,1
12,204,14,24,1
6,44,2,6,1
8,95,5,11,1
10,128,4,12,1
12,234,10,20,1
6,59,3,7,1
8,35,5,11,1
10,184,14,22,1
12,265,29,39,1
6,59,3,7,1
8,30,5,11,1
10,39,2,10,1
12,422,44,54,1
6,42,5,9,1
8,36,1,7,1
10,77,5,13,1
12,319,19,29,1
6,18,0,4,1
8,76,6,12,1
10,74,4,12,1
12,188,11,21,1
6,24,0,4,1
8,66,8,14,1
10,239,20,28,1
12,580,35,45,1
6,18,2,6,1
8,28,1,7,1
10,232,20,28,1
12,384,25,35,1
6,37,2,6,1
8,44,3,9,1
10,58,7,15,1
12,243,16,26,1
6,17,1,5,1
8,57,4,10,1
10,135,14,22,1
12,234,16,26,1
6,37,1,5,1
8,19,1,7,1
10,76,7,15,1
12,445,28,38,1
6,53,6,10,1
8,25,1,7,1
10,65,3,11,1
12,313,25,35,1
6,46,2,6,1
8,28,0,6,1
10,61,2,10,1
12,394,25,35,1
6,51,3,7,1
8,83,5,11,1
10,38,4,12,1
12,304,20,30,1
6,38,1,5,1
8,28,0,6,1
10,171,15,23,1
12,239,16,26,1
6,41,1,5,1
8,29,2,8,1
10,224,20,28,1
12,153,11,21,1
6,7,0,4,1
8,76,7,13,1
10,138,8,16,1
12,298,20,30,1
6,35,0,4,1
8,77,7,13,1
10,133,14,22,1
12,187,5,15,1
6,12,1,5,1
8,95,8,14,1
10,94,7,15,1
12,189,15,25,1
6,14,0,4,1
8,114,5,11,1
10,77,6,14,1
12,1000,71,76,1
6,23,3,7,1
8,56,5,11,1
10,106,6,14,1
12,60,4,14,1
6,24,1,5,1
8,109,11,17,1
10,351,33,41,1
12,504,38,48,1
6,51,3,7,1
8,167,9,15,1
10,74,7,15,1
12,122,5,15,1
6,9,0,4,1
8,42,3,9,1
10,244,26,34,1
12,198,19,29,1
6,14,0,4,1
8,35,0,6,1
10,128,9,17,1
12,484,27,37,1
6,24,1,5,1
8,53,2,8,1
10,217,16,24,1
12,440,28,38,1
6,27,2,6,1
8,125,12,18,1
10,68,7,15,1
12,125,11,21,1
6,60,3,7,1
8,80,7,13,1
10,114,6,14,1
12,762,77,87,1
6,81,6,10,1
8,207,15,21,1
10,75,9,17,1
12,258,18,28,1
6,44,3,7,1
8,111,11,17,1
10,35,1,9,1
12,180,9,19,1
6,16,1,5,1
8,49,2,8,1
10,253,25,33,1
12,248,25,35,1
6,17,1,5,1
8,92,7,13,1
10,582,57,65,1
12,238,21,31,1
6,26,1,5,1
8,66,4,10,1
10,58,3,11,1
12,215,10,20,1
6,81,6,10,1
8,74,8,14,1
10,201,16,24,1
12,136,9,19,1
6,43,4,8,1
8,59,5,11,1
10,53,3,11,1
12,64,2,12,1
6,35,3,7,1
8,34,2,8,1
10,164,14,22,1
12,129,8,18,1
6,11,1,5,1
8,94,6,12,1
10,143,12,20,1
12,248,18,28,1
6,16,1,5,1
8,152,16,22,1
10,84,7,15,1
12,492,33,43,1
6,22,0,4,1
8,27,2,8,1
10,98,5,13,1
12,237,14,24,1
6,51,2,6,1
8,52,2,8,1
10,215,12,20,1
12,500,37,47,1
6,35,0,4,1
8,24,0,6,1
10,182,12,20,1
12,191,11,21,1
6,37,3,7,1
8,70,4,10,1
10,59,2,10,1
12,188,16,26,1
6,55,3,7,1
8,47,2,8,1
10,198,16,24,1
12,138,8,18,1
6,6,0,4,1
8,58,5,11,1
10,24,0,8,1
12,52,1,11,1
6,30,2,6,1
8,66,4,10,1
10,282,21,29,1
12,118,6,16,1
6,29,2,6,1
8,84,4,10,1
10,219,17,25,1
12,385,25,35,1
6,25,1,5,1
8,160,9,15,1
10,414,43,51,1
12,650,49,59,1
6,8,0,4,1
8,108,6,12,1
10,118,10,18,1
12,241,20,30,1
6,9,0,4,1
8,222,18,24,1
10,289,20,28,1
12,270,23,33,1
6,71,3,7,1
8,32,1,7,1
10,348,24,32,1
12,290,19,29,1
6,36,4,8,1
8,74,7,13,1
10,159,15,23,1
12,375,24,34,1
6,27,0,4,1
8,82,6,12,1
10,184,11,19,1
12,434,31,41,1
6,23,1,5,1
8,27,0,6,1
10,172,16,24,1
12,822,62,72,1
6,37,2,6,1
8,83,5,11,1
10,175,10,18,1
12,74,7,17,1
6,14,0,4,1
8,24,1,7,1
10,103,5,13,1
12,447,31,41,1
6,31,2,6,1
8,28,2,8,1
10,90,3,11,1
12,303,15,25,1
6,65,4,8,1
8,100,8,14,1
10,154,7,15,1
12,613,45,55,1
6,17,1,5,1
8,128,9,15,1
10,139,12,20,1
12,320,22,32,1
6,23,2,6,1
8,89,11,17,1
10,296,27,35,1
12,399,31,41,1
6,10,0,4,1
8,68,5,11,1
10,160,13,21,1
12,306,22,32,1
6,45,3,7,1
8,59,3,9,1
10,117,4,12,1
12,261,16,26,1
6,44,3,7,1
8,79,10,16,1
10,241,20,28,1
12,476,37,47,1
6,30,2,6,1
8,150,12,18,1
10,233,20,28,1
12,147,8,18,1
6,39,2,6,1
8,66,9,15,1
10,231,19,27,1
12,276,17,27,1
6,23,1,5,1
8,128,14,20,1
10,114,8,16,1
12,365,25,35,1
6,37,1,5,1
8,34,1,7,1
10,284,20,28,1
12,140,7,17,1
6,44,4,8,1
8,13,1,7,1
10,203,18,26,1
12,154,15,25,1
6,13,2,6,1
8,97,7,13,1
10,265,30,38,1
12,92,5,15,1
6,16,1,5,1
8,72,5,11,1
10,256,18,26,1
12,502,38,48,1
6,47,4,8,1
8,41,1,7,1
10,138,14,22,1
12,251,18,28,1
6,30,3,7,1
8,21,0,6,1
10,123,5,13,1
12,179,7,17,1
6,10,0,4,1
8,68,5,11,1
10,159,10,18,1
12,143,7,17,1
6,37,3,7,1
8,109,7,13,1
10,60,7,15,1
12,286,26,36,1
6,23,1,5,1
8,38,4,10,1
10,77,6,14,1
12,373,24,34,1
6,21,1,5,1
8,27,2,8,1
10,102,6,14,1
12,524,38,48,1
6,13,0,4,1
8,161,15,21,1
10,49,1,9,1
12,73,3,13,1
6,14,0,4,1
8,24,0,6,1
10,128,10,18,1
12,351,22,32,1
6,77,5,9,1
8,166,12,18,1
10,51,5,13,1
12,238,16,26,1
6,37,4,8,1
8,67,4,10,1
10,159,6,14,1
12,130,7,17,1
6,7,0,4,1
8,130,7,13,1
10,211,17,25,1
12,314,24,34,1
6,22,0,4,1
8,37,3,9,1
10,91,6,14,1
12,72,7,17,1
6,16,0,4,1
8,168,12,18,1
10,134,9,17,1
12,232,11,21,1
6,75,9,13,1
8,92,11,17,1
10,91,6,14,1
12,87,4,14,1
6,29,2,6,1
8,97,10,16,1
10,101,11,19,1
12,247,22,32,1
6,29,4,8,1
8,32,1,7,1
10,292,22,30,1
12,143,10,20,1
6,20,4,8,1
8,39,3,9,1
10,168,11,19,1
12,178,9,19,1
6,24,2,6,1
8,105,5,11,1
10,97,9,17,1
12,164,8,18,1
6,20,0,4,1
8,184,20,26,1
10,137,7,15,1
12,344,33,43,1
6,60,4,8,1
8,91,8,14,1
10,165,15,23,1
12,204,8,18,1
6,42,3,7,1
8,27,2,8,1
10,158,15,23,1
12,93,7,17,1
6,57,7,11,1
8,134,11,17,1
10,52,1,9,1
12,479,43,53,1
6,21,1,5,1
8,167,18,24,1
10,185,13,21,1
12,192,13,23,1
6,42,3,7,1
8,23,2,8,1
10,41,1,9,1
12,105,8,18,1
6,57,5,9,1
8,125,8,14,1
10,83,8,16,1
12,119,5,15,1
6,14,0,4,1
8,17,1,7,1
10,157,16,24,1
12,392,24,34,1
6,31,3,7,1
8,30,1,7,1
10,282,17,25,1
12,163,12,22,1
6,71,4,8,1
8,55,5,11,1
10,60,1,9,1
12,145,8,18,1
6,34,4,8,1
8,121,9,15,1
10,171,10,18,1
12,209,13,23,1
6,47,4,8,1
8,67,5,11,1
10,172,14,22,1
12,181,13,23,1
6,49,4,8,1
8,58,4,10,1
10,152,11,19,1
12,131,8,18,1
6,35,2,6,1
8,40,2,8,1
10,94,4,12,1
12,186,10,20,1
6,22,3,7,1
8,34,3,9,1
10,69,4,12,1
12,104,2,12,1
6,80,5,9,1
8,88,8,14,1
10,90,6,14,1
12,204,15,25,1
6,36,3,5,0
8,62,5,8,0
10,70,7,11,0
12,185,13,18,0
6,41,3,5,0
8,122,11,14,0
10,82,9,13,0
12,48,2,7,0
6,35,2,4,0
8,24,1,4,0
10,25,3,7,0
12,58,2,7,0
6,10,0,2,0
8,29,4,7,0
10,43,3,7,0
12,131,5,10,0
6,5,0,2,0
8,41,3,6,0
10,35,1,5,0
12,47,1,6,0
6,9,1,3,0
8,47,3,6,0
10,80,8,12,0
12,31,1,6,0
6,2,0,2,0
8,8,0,3,0
10,58,5,9,0
12,142,10,15,0
6,7,1,3,0
8,59,4,7,0
10,37,3,7,0
12,49,1,6,0
6,4,0,2,0
8,15,1,4,0
10,14,0,4,0
12,42,5,10,0
6,6,0,2,0
8,19,0,3,0
10,74,7,11,0
12,582,39,44,0
6,15,2,4,0
8,18,2,5,0
10,95,10,14,0
12,36,0,5,0
6,6,0,2,0
8,46,5,8,0
10,20,1,5,0
12,122,9,14,0
6,1,0,2,0
8,20,2,5,0
10,65,9,13,0
12,44,1,6,0
6,30,1,3,0
8,30,3,6,0
10,30,2,6,0
12,22,2,7,0
6,1,0,2,0
8,37,3,6,0
10,46,2,6,0
12,134,12,17,0
6,26,1,3,0
8,5,0,3,0
10,131,16,20,0
12,27,0,5,0
6,12,1,3,0
8,31,0,3,0
10,206,14,18,0
12,186,13,18,0
6,2,0,2,0
8,26,1,4,0
10,21,1,5,0
12,92,6,11,0
6,9,0,2,0
8,16,2,5,0
10,142,12,16,0
12,157,9,14,0
6,5,0,2,0
8,79,6,9,0
10,50,1,5,0
12,155,13,18,0
6,20,2,4,0
8,105,6,9,0
10,57,1,5,0
12,55,4,9,0
6,22,0,2,0
8,6,0,3,0
10,466,44,48,0
12,257,25,30,0
6,3,0,2,0
8,17,1,4,0
10,85,7,11,0
12,19,0,5,0
6,10,2,4,0
8,61,7,10,0
10,88,9,13,0
12,27,0,5,0
6,31,2,4,0
8,39,4,7,0
10,9,0,4,0
12,33,2,7,0
6,19,2,4,0
8,78,9,12,0
10,60,6,10,0
12,326,23,28,0
6,50,3,5,0
8,20,2,5,0
10,30,1,5,0
12,46,2,7,0
6,23,2,4,0
8,197,15,18,0
10,24,2,6,0
12,130,9,14,0
6,13,1,3,0
8,19,3,6,0
10,53,2,6,0
12,164,15,20,0
6,9,0,2,0
8,32,2,5,0
10,68,3,7,0
12,242,14,19,0
6,11,0,2,0
8,16,1,4,0
10,84,7,11,0
12,28,2,7,0
6,42,3,5,0
8,22,0,3,0
10,91,6,10,0
12,62,4,9,0
6,3,0,2,0
8,33,5,8,0
10,18,0,4,0
12,56,3,8,0
6,2,0,2,0
8,20,0,3,0
10,95,9,13,0
12,240,20,25,0
6,5,0,2,0
8,34,3,6,0
10,229,20,24,0
12,196,21,26,0
6,7,2,4,0
8,83,7,10,0
10,50,2,6,0
12,207,12,17,0
6,21,2,4,0
8,21,2,5,0
10,28,1,5,0
12,129,12,17,0
6,4,0,2,0
8,6,1,4,0
10,72,0,4,0
12,67,2,7,0
6,28,0,2,0
8,14,1,4,0
10,39,7,11,0
12,216,12,17,0
6,4,0,2,0
8,31,2,5,0
10,91,8,12,0
12,86,4,9,0
6,32,2,4,0
8,14,2,5,0
10,70,5,9,0
12,142,10,15,0
6,3,0,2,0
8,12,1,4,0
10,76,7,11,0
12,139,9,14,0
6,13,1,3,0
8,45,4,7,0
10,24,1,5,0
12,628,42,47,0
6,6,1,3,0
8,51,2,5,0
10,36,1,5,0
12,154,21,26,0
6,13,3,5,0
8,58,6,9,0
10,201,15,19,0
12,384,39,44,0
6,6,1,3,0
